# 1/2 polarised 22.5deg + RCP0.000, 0.645
1.943, 0.552
1.950, 0.549
1.956, 0.546
1.962, 0.542
1.969, 0.539
1.975, 0.536
1.981, 0.533
1.987, 0.530
1.994, 0.527
2.000, 0.523
2.006, 0.520
2.013, 0.517
2.019, 0.513
2.025, 0.510
2.032, 0.507
2.038, 0.503
2.044, 0.500
2.050, 0.497
2.057, 0.493
2.063, 0.490
2.069, 0.487
2.076, 0.483
2.082, 0.480
2.088, 0.476
2.094, 0.473
2.101, 0.470
2.107, 0.466
2.113, 0.463
2.120, 0.459
2.126, 0.456
2.132, 0.453
2.138, 0.449
2.145, 0.446
2.151, 0.443
2.157, 0.440
2.164, 0.436
2.170, 0.433
2.176, 0.430
2.182, 0.427
2.189, 0.423
2.195, 0.420
2.201, 0.417
2.208, 0.414
2.214, 0.411
2.220, 0.408
2.226, 0.405
2.233, 0.402
2.239, 0.399
2.245, 0.397
2.252, 0.394
2.258, 0.391
2.264, 0.388
2.271, 0.386
2.277, 0.383
2.283, 0.380
2.289, 0.378
2.296, 0.376
2.302, 0.373
2.308, 0.371
2.315, 0.369
2.321, 0.366
2.327, 0.364
2.333, 0.362
2.340, 0.360
2.346, 0.358
2.352, 0.356
2.359, 0.354
2.365, 0.353
2.371, 0.351
2.377, 0.349
2.384, 0.348
2.390, 0.346
2.396, 0.345
2.403, 0.344
2.409, 0.343
2.415, 0.341
2.421, 0.340
2.428, 0.339
2.434, 0.338
2.440, 0.338
2.447, 0.337
2.453, 0.336
2.459, 0.336
2.465, 0.335
2.472, 0.335
2.478, 0.334
2.484, 0.334
2.491, 0.334
2.497, 0.334
2.503, 0.334
2.510, 0.334
2.516, 0.334
2.522, 0.334
2.528, 0.335
2.535, 0.335
2.541, 0.336
2.547, 0.336
2.554, 0.337
2.560, 0.338
2.566, 0.338
2.572, 0.339
2.579, 0.340
2.585, 0.342
2.591, 0.343
2.598, 0.344
2.604, 0.345
2.610, 0.347
2.616, 0.348
2.623, 0.350
2.629, 0.352
2.635, 0.353
2.642, 0.355
2.648, 0.357
2.654, 0.359
2.660, 0.361
2.667, 0.364
2.673, 0.366
2.679, 0.368
2.686, 0.370
2.692, 0.373
2.698, 0.375
2.704, 0.378
2.711, 0.381
2.717, 0.384
2.723, 0.386
2.730, 0.389
2.736, 0.392
2.742, 0.395
2.749, 0.398
2.755, 0.401
2.761, 0.405
2.767, 0.408
2.774, 0.411
2.780, 0.415
2.786, 0.418
2.793, 0.422
2.799, 0.425
2.805, 0.429
2.811, 0.432
2.818, 0.436
2.824, 0.440
2.830, 0.443
2.837, 0.447
2.843, 0.451
2.849, 0.455
2.855, 0.459
2.862, 0.463
2.868, 0.467
2.874, 0.471
2.881, 0.475
2.887, 0.479
2.893, 0.483
2.899, 0.487
2.906, 0.491
2.912, 0.496
2.918, 0.500
2.925, 0.504
2.931, 0.508
2.937, 0.513
2.943, 0.517
2.950, 0.521
2.956, 0.525
2.962, 0.530
2.969, 0.534
2.975, 0.538
2.981, 0.542
2.988, 0.547
2.994, 0.551
3.000, 0.555
3.006, 0.559
3.013, 0.564
3.019, 0.568
3.025, 0.572
3.032, 0.576
3.038, 0.580
3.044, 0.585
3.050, 0.589
3.057, 0.593
3.063, 0.597
3.069, 0.601
3.076, 0.605
3.082, 0.609
3.088, 0.613
3.094, 0.617
3.101, 0.621
3.107, 0.625
3.113, 0.629
3.120, 0.632
3.126, 0.636
3.132, 0.640
3.138, 0.644
3.145, 0.647
3.151, 0.651
3.157, 0.654
3.164, 0.658
3.170, 0.661
3.176, 0.665
3.182, 0.668
3.189, 0.671
3.195, 0.674
3.201, 0.678
3.208, 0.681
3.214, 0.684
3.220, 0.687
3.227, 0.690
3.233, 0.692
3.239, 0.695
3.245, 0.698
3.252, 0.701
3.258, 0.703
3.264, 0.706
3.271, 0.708
3.277, 0.711
3.283, 0.713
3.289, 0.715
3.296, 0.717
3.302, 0.719
3.308, 0.722
3.315, 0.723
3.321, 0.725
3.327, 0.727
3.333, 0.729
3.340, 0.731
3.346, 0.732
3.352, 0.734
3.359, 0.735
3.365, 0.737
3.371, 0.738
3.377, 0.739
3.384, 0.740
3.390, 0.741
3.396, 0.742
3.403, 0.743
3.409, 0.744
3.415, 0.745
3.421, 0.746
3.428, 0.746
3.434, 0.747
3.440, 0.747
3.447, 0.748
3.453, 0.748
3.459, 0.748
3.466, 0.749
3.472, 0.749
3.478, 0.749
3.484, 0.749
3.491, 0.749
3.497, 0.749
3.503, 0.748
3.510, 0.748
3.516, 0.748
3.522, 0.747
3.528, 0.747
3.535, 0.746
3.541, 0.746
3.547, 0.745
3.554, 0.745
3.560, 0.744
3.566, 0.743
3.572, 0.742
3.579, 0.741
3.585, 0.740
3.591, 0.739
3.598, 0.738
3.604, 0.737
3.610, 0.736
3.616, 0.734
3.623, 0.733
3.629, 0.732
3.635, 0.730
3.642, 0.729
3.648, 0.728
3.654, 0.726
3.660, 0.725
3.667, 0.723
3.673, 0.721
3.679, 0.720
3.686, 0.718
3.692, 0.716
3.698, 0.715
3.705, 0.713
3.711, 0.711
3.717, 0.709
3.723, 0.707
3.730, 0.705
3.736, 0.704
3.742, 0.702
3.749, 0.700
3.755, 0.698
3.761, 0.696
3.767, 0.694
3.774, 0.692
3.780, 0.690
3.786, 0.688
3.793, 0.686
3.799, 0.684
3.805, 0.682
3.811, 0.680
3.818, 0.678
3.824, 0.676
3.830, 0.674
3.837, 0.672
3.843, 0.670
3.849, 0.668
3.855, 0.666
3.862, 0.664
3.868, 0.662
3.874, 0.660
3.881, 0.658
3.887, 0.656
3.893, 0.654
3.899, 0.652
3.906, 0.650
3.912, 0.648
3.918, 0.646
3.925, 0.645
3.931, 0.643
3.937, 0.641
3.944, 0.639
3.950, 0.638
3.956, 0.636
3.962, 0.634
3.969, 0.632
3.975, 0.631
3.981, 0.629
3.988, 0.628
3.994, 0.626
4.000, 0.625
4.006, 0.623
4.013, 0.622
4.019, 0.620
4.025, 0.619
4.032, 0.618
4.038, 0.617
4.044, 0.615
4.050, 0.614
4.057, 0.613
4.063, 0.612
4.069, 0.611
4.076, 0.610
4.082, 0.609
4.088, 0.608
4.094, 0.607
4.101, 0.606
4.107, 0.605
4.113, 0.604
4.120, 0.604
4.126, 0.603
4.132, 0.602
4.138, 0.602
4.145, 0.601
4.151, 0.601
4.157, 0.600
4.164, 0.600
4.170, 0.599
4.176, 0.599
4.183, 0.599
4.189, 0.599
4.195, 0.598
4.201, 0.598
4.208, 0.598
4.214, 0.598
4.220, 0.598
4.227, 0.598
4.233, 0.598
4.239, 0.598
4.245, 0.598
4.252, 0.598
4.258, 0.599
4.264, 0.599
4.271, 0.599
4.277, 0.599
4.283, 0.600
4.289, 0.600
4.296, 0.601
4.302, 0.601
4.308, 0.601
4.315, 0.602
4.321, 0.602
4.327, 0.603
4.333, 0.604
4.340, 0.604
4.346, 0.605
4.352, 0.606
4.359, 0.606
4.365, 0.607
4.371, 0.608
4.377, 0.608
4.384, 0.609
4.390, 0.610
4.396, 0.611
4.403, 0.612
4.409, 0.613
4.415, 0.613
4.422, 0.614
4.428, 0.615
4.434, 0.616
4.440, 0.617
4.447, 0.618
4.453, 0.619
4.459, 0.620
4.466, 0.621
4.472, 0.621
4.478, 0.622
4.484, 0.623
4.491, 0.624
4.497, 0.625
4.503, 0.626
4.510, 0.627
4.516, 0.628
4.522, 0.629
4.528, 0.630
4.535, 0.630
4.541, 0.631
4.547, 0.632
4.554, 0.633
4.560, 0.634
4.566, 0.635
4.572, 0.635
4.579, 0.636
4.585, 0.637
4.591, 0.637
4.598, 0.638
4.604, 0.639
4.610, 0.639
4.616, 0.640
4.623, 0.641
4.629, 0.641
4.635, 0.642
4.642, 0.642
4.648, 0.642
4.654, 0.643
4.661, 0.643
4.667, 0.643
4.673, 0.644
4.679, 0.644
4.686, 0.644
4.692, 0.644
4.698, 0.644
4.705, 0.644
4.711, 0.644
4.717, 0.644
4.723, 0.644
4.730, 0.644
4.736, 0.644
4.742, 0.644
4.749, 0.644
4.755, 0.643
4.761, 0.643
4.767, 0.642
4.774, 0.642
4.780, 0.641
4.786, 0.641
4.793, 0.640
4.799, 0.640
4.805, 0.639
4.811, 0.638
4.818, 0.637
4.824, 0.636
4.830, 0.635
4.837, 0.634
4.843, 0.633
4.849, 0.632
4.855, 0.631
4.862, 0.630
4.868, 0.628
4.874, 0.627
4.881, 0.626
4.887, 0.624
4.893, 0.622
4.900, 0.621
4.906, 0.619
4.912, 0.618
4.918, 0.616
4.925, 0.614
4.931, 0.612
4.937, 0.610
4.944, 0.608
4.950, 0.606
4.956, 0.604
4.962, 0.602
4.969, 0.600
4.975, 0.598
4.981, 0.595
4.988, 0.593
4.994, 0.590
5.000, 0.588
5.006, 0.586
5.013, 0.583
5.019, 0.580
5.025, 0.578
5.032, 0.575
5.038, 0.572
5.044, 0.570
5.050, 0.567
5.057, 0.564
5.063, 0.561
5.069, 0.558
5.076, 0.555
5.082, 0.552
5.088, 0.549
5.094, 0.546
5.101, 0.543
5.107, 0.540
5.113, 0.537
5.120, 0.534
5.126, 0.531
5.132, 0.527
5.139, 0.524
5.145, 0.521
5.151, 0.518
5.157, 0.514
5.164, 0.511
5.170, 0.508
5.176, 0.504
5.183, 0.501
5.189, 0.498
5.195, 0.494
5.201, 0.491
5.208, 0.487
5.214, 0.484
5.220, 0.481
5.227, 0.477
5.233, 0.474
5.239, 0.470
5.245, 0.467
5.252, 0.464
5.258, 0.460
5.264, 0.457
5.271, 0.454
5.277, 0.450
5.283, 0.447
5.289, 0.444
5.296, 0.440
5.302, 0.437
5.308, 0.434
5.315, 0.431
5.321, 0.427
5.327, 0.424
5.333, 0.421
5.340, 0.418
5.346, 0.415
5.352, 0.412
5.359, 0.409
5.365, 0.406
5.371, 0.403
5.378, 0.400
5.384, 0.397
5.390, 0.394
5.396, 0.392
5.403, 0.389
5.409, 0.386
5.415, 0.384
5.422, 0.381
5.428, 0.379
5.434, 0.376
5.440, 0.374
5.447, 0.371
5.453, 0.369
5.459, 0.367
5.466, 0.365
5.472, 0.363
5.478, 0.361
5.484, 0.359
5.491, 0.357
5.497, 0.355
5.503, 0.353
5.510, 0.351
5.516, 0.350
5.522, 0.348
5.528, 0.347
5.535, 0.345
5.541, 0.344
5.547, 0.343
5.554, 0.342
5.560, 0.341
5.566, 0.340
5.572, 0.339
5.579, 0.338
5.585, 0.337
5.591, 0.336
5.598, 0.336
5.604, 0.335
5.610, 0.335
5.617, 0.334
5.623, 0.334
5.629, 0.334
5.635, 0.334
5.642, 0.334
5.648, 0.334
5.654, 0.334
5.661, 0.334
5.667, 0.335
5.673, 0.335
5.679, 0.335
5.686, 0.336
5.692, 0.337
5.698, 0.337
5.705, 0.338
5.711, 0.339
5.717, 0.340
5.723, 0.341
5.730, 0.342
5.736, 0.344
5.742, 0.345
5.749, 0.346
5.755, 0.348
5.761, 0.350
5.767, 0.351
5.774, 0.353
5.780, 0.355
5.786, 0.357
5.793, 0.359
5.799, 0.361
5.805, 0.363
5.811, 0.365
5.818, 0.367
5.824, 0.370
5.830, 0.372
5.837, 0.375
5.843, 0.377
5.849, 0.380
5.856, 0.383
5.862, 0.386
5.868, 0.389
5.874, 0.391
5.881, 0.394
5.887, 0.398
5.893, 0.401
5.900, 0.404
5.906, 0.407
5.912, 0.410
5.918, 0.414
5.925, 0.417
5.931, 0.421
5.937, 0.424
5.944, 0.428
5.950, 0.431
5.956, 0.435
5.962, 0.439
5.969, 0.443
5.975, 0.446
5.981, 0.450
5.988, 0.454
5.994, 0.458
6.000, 0.462
6.006, 0.466
6.013, 0.470
6.019, 0.474
6.025, 0.478
6.032, 0.482
6.038, 0.486
6.044, 0.490
6.050, 0.495
6.057, 0.499
6.063, 0.503
6.069, 0.507
6.076, 0.511
6.082, 0.516
6.088, 0.520
6.095, 0.524
6.101, 0.528
6.107, 0.533
6.113, 0.537
6.120, 0.541
6.126, 0.546
6.132, 0.550
6.139, 0.554
6.145, 0.558
6.151, 0.563
6.157, 0.567
6.164, 0.571
6.170, 0.575
6.176, 0.579
6.183, 0.584
6.189, 0.588
6.195, 0.592
6.201, 0.596
6.208, 0.600
6.214, 0.604
6.220, 0.608
6.227, 0.612
6.233, 0.616
6.239, 0.620
6.245, 0.624
6.252, 0.628
6.258, 0.632
6.264, 0.635
6.271, 0.639
6.277, 0.643
6.283, 0.646
