# "Time","Illumination 1","Illumination 2","Ratio"
0.00,19,049,2,538.7,7.503
0.05,19,146,2,538.7,7.542
0.10,19,289,2,538.7,7.598
0.15,19,480,2,538.7,7.673
0.20,19,527,2,538.7,7.692
0.25,19,527,2,538.7,7.692
0.30,19,670,2,538.7,7.748
0.35,19,717,2,538.7,7.767
0.40,19,814,2,538.7,7.805
0.45,19,814,2,538.7,7.805
0.50,19,814,2,538.7,7.805
0.55,19,861,2,585.6,7.681
0.60,20,005,2,538.7,7.880
0.65,20,005,2,538.7,7.880
0.70,20,052,2,538.7,7.898
0.75,20,148,2,538.7,7.936
0.80,20,242,2,585.6,7.829
0.85,20,242,2,538.7,7.973
0.90,20,292,2,538.7,7.993
0.95,20,386,2,538.7,8.030
1.00,20,483,2,538.7,8.068
1.05,20,433,2,585.6,7.902
1.10,20,386,2,538.7,8.030
1.15,20,529,2,538.7,8.087
1.20,20,576,2,538.7,8.105
1.25,20,626,2,538.7,8.125
1.30,20,673,2,585.6,7.995
1.35,20,767,2,538.7,8.180
1.40,20,817,2,538.7,8.200
1.45,20,767,2,538.7,8.180
1.50,20,767,2,538.7,8.180
1.55,20,911,2,585.6,8.087
1.60,20,960,2,538.7,8.256
1.65,20,960,2,538.7,8.256
1.70,20,960,2,488.9,8.422
1.75,20,817,2,538.7,8.200
1.80,20,864,2,538.7,8.218
1.85,20,817,2,538.7,8.200
1.90,20,673,2,488.9,8.306
1.95,20,864,2,538.7,8.218
2.00,20,911,2,538.7,8.237
2.05,20,960,2,538.7,8.256
2.10,20,960,2,538.7,8.256
2.15,20,960,2,538.7,8.256
2.20,20,960,2,538.7,8.256
2.25,20,960,2,538.7,8.256
2.30,20,960,2,538.7,8.256
2.35,21,007,2,538.7,8.275
2.40,20,960,2,538.7,8.256
2.45,20,960,2,538.7,8.256
2.50,20,960,2,538.7,8.256
2.55,21,007,2,538.7,8.275
2.60,20,911,2,538.7,8.237
2.65,20,911,2,538.7,8.237
2.70,20,960,2,538.7,8.256
2.75,20,960,2,538.7,8.256
2.80,20,960,2,538.7,8.256
2.85,20,960,2,538.7,8.256
2.90,20,817,2,538.7,8.200
2.95,20,911,2,538.7,8.237
3.00,20,864,2,538.7,8.218
3.05,20,864,2,538.7,8.218
3.10,20,911,2,538.7,8.237
3.15,20,817,2,538.7,8.200
3.20,20,817,2,538.7,8.200
3.25,20,864,2,538.7,8.218
3.30,20,720,2,538.7,8.162
3.35,20,817,2,538.7,8.200
3.40,20,767,2,538.7,8.180
3.45,20,767,2,538.7,8.180
3.50,20,767,2,538.7,8.180
3.55,20,767,2,538.7,8.180
3.60,20,767,2,538.7,8.180
3.65,20,720,2,538.7,8.162
3.70,20,720,2,538.7,8.162
3.75,20,720,2,538.7,8.162
3.80,20,673,2,538.7,8.143
3.85,20,626,2,538.7,8.125
3.90,20,529,2,538.7,8.087
3.95,20,576,2,538.7,8.105
4.00,20,529,2,538.7,8.087
4.05,20,483,2,538.7,8.068
4.10,20,339,2,538.7,8.012
4.15,20,195,2,538.7,7.955
4.20,20,148,2,538.7,7.936
4.25,20,148,2,538.7,7.936
4.30,20,098,2,538.7,7.917
4.35,20,052,2,538.7,7.898
4.40,19,908,2,538.7,7.842
4.45,19,814,2,538.7,7.805
4.50,19,861,2,538.7,7.823
4.55,19,908,2,538.7,7.842
4.60,19,861,2,538.7,7.823
4.65,19,764,2,538.7,7.785
4.70,19,764,2,538.7,7.785
4.75,19,670,2,538.7,7.748
4.80,19,624,2,538.7,7.730
4.85,19,527,2,538.7,7.692
4.90,19,383,2,538.7,7.635
4.95,19,336,2,538.7,7.617
5.00,19,289,2,538.7,7.598
5.05,19,289,2,538.7,7.598
5.10,19,193,2,538.7,7.560
5.15,19,002,2,538.7,7.485
5.20,19,002,2,538.7,7.485
5.25,19,049,2,538.7,7.503
5.30,18,905,2,538.7,7.447
5.35,18,858,2,538.7,7.428
5.40,18,762,2,538.7,7.390
5.45,18,668,2,538.7,7.353
5.50,18,621,2,538.7,7.335
5.55,18,524,2,538.7,7.297
5.60,18,477,2,538.7,7.278
5.65,18,237,2,538.7,7.184
5.70,17,953,2,538.7,7.072
5.75,17,903,2,538.7,7.052
5.80,17,903,2,538.7,7.052
5.85,17,903,2,538.7,7.052
5.90,17,284,2,538.7,6.808
5.95,17,091,2,538.7,6.732
6.00,16,997,2,538.7,6.695
6.05,16,997,2,538.7,6.695
6.10,16,997,2,538.7,6.695
6.15,16,997,2,488.9,6.829
6.20,16,997,2,538.7,6.695
6.25,16,997,2,538.7,6.695
6.30,16,997,2,538.7,6.695
6.35,16,997,2,538.7,6.695
6.40,16,853,2,538.7,6.639
6.45,16,710,2,538.7,6.582
6.50,16,710,2,538.7,6.582
6.55,16,710,2,538.7,6.582
6.60,16,616,2,538.7,6.545
6.65,16,566,2,538.7,6.525
6.70,16,519,2,538.7,6.507
6.75,16,329,2,538.7,6.432
6.80,16,232,2,538.7,6.394
6.85,16,185,2,538.7,6.375
6.90,16,138,2,538.7,6.357
6.95,15,994,2,538.7,6.300
7.00,15,898,2,538.7,6.262
7.05,15,851,2,488.9,6.369
7.10,15,707,2,538.7,6.187
7.15,15,470,2,585.6,5.983
7.20,15,420,2,538.7,6.074
7.25,15,279,2,538.7,6.018
7.30,15,182,2,538.7,5.980
7.35,15,182,2,538.7,5.980
7.40,15,086,2,585.6,5.834
7.45,15,086,2,538.7,5.942
7.50,15,182,2,488.9,6.100
7.55,15,135,2,538.7,5.962
7.60,15,182,2,538.7,5.980
7.65,15,229,2,538.7,5.999
7.70,15,182,2,538.7,5.980
7.75,14,992,2,538.7,5.905
7.80,14,658,2,538.7,5.774
7.85,14,276,2,538.7,5.624
7.90,14,133,2,585.6,5.466
7.95,14,133,2,538.7,5.567
8.00,14,036,2,538.7,5.529
8.05,13,989,2,538.7,5.510
